Nama_Hotel,Top_Positif_Phrase,Bobot_Pos,Top_Negatif_Phrase,Bobot_Neg
Pullman Mandalika,pengalaman luar,0.5737,staf tidak,-0.9813
Pullman Mandalika,pelayanan baik,0.5168,lima bintang,-0.9583
Pullman Mandalika,pullman mandalika,0.4396,tidak memiliki,-0.9102
Pullman Mandalika,terima kasih,0.4359,tidak menyenangkan,-0.8254
Pullman Mandalika,staff ramah,0.4237,apa kau,-0.7743
Pullman Mandalika,menginap pullman,0.4023,ketika tiba,-0.7488
Pullman Mandalika,baik membantu,0.3766,kartu kredit,-0.7238
Pullman Mandalika,makanannya enak,0.3691,hal mengganggu,-0.7217
Royal Krakatau Cilegon,tempat bagus,0.8389,malam hari,-1.4851
Royal Krakatau Cilegon,kota cilegon,0.7171,tidak ramah,-1.359
Royal Krakatau Cilegon,tempat nyaman,0.6028,kurang bagus,-1.1765
Royal Krakatau Cilegon,nyaman bersih,0.5878,mungkin bangunan,-1.1495
Royal Krakatau Cilegon,lapangan golf,0.5762,tidak dingin,-1.1099
Royal Krakatau Cilegon,bersih nyaman,0.499,pas minta,-1.079
Royal Krakatau Cilegon,pelayanan ramah,0.4955,minta pindah,-1.0228
Royal Krakatau Cilegon,royal krakatau,0.4775,secara keseluruhan,-1.0135
Royal Krakatau Cilegon,terima kasih,0.445,kepada petugas,-0.9839
Royal Krakatau Cilegon,lokasi strategis,0.4152,padahal bukan,-0.9395
The Patra Bali Resort&Villas,dekat bandara,1.2773,bukan bintang,-1.3884
The Patra Bali Resort&Villas,patra bali,1.0317,mereka tidak,-1.2381
The Patra Bali Resort&Villas,staf ramah,1.0077,tidak sopan,-1.1553
The Patra Bali Resort&Villas,tempat bagus,0.9487,menginap sini,-1.1512
The Patra Bali Resort&Villas,pelayanan ramah,0.9357,pengalaman buruk,-1.1411
The Patra Bali Resort&Villas,kamarnya luas,0.8934,tidak ramah,-1.1139
The Patra Bali Resort&Villas,luas bersih,0.8374,tidak merekomendasikan,-1.0839
The Patra Bali Resort&Villas,nginep disini,0.8335,pelayanan security,-1.0128
The Patra Bali Resort&Villas,ngurah rai,0.7697,tidak dapat,-1.0109
The Patra Bali Resort&Villas,satusatunya hal,0.7549,tidak baik,-0.9918
Wyndam Taman Sari,luas bersih,1.0114,membuat mandala,-1.1689
Wyndam Taman Sari,fasilitas lengkap,0.9437,house keeping,-0.963
Wyndam Taman Sari,staff ramah,0.8925,tidak tidur,-0.9592
Wyndam Taman Sari,ingin bersantai,0.8064,dua kali,-0.9513
Wyndam Taman Sari,pengalaman menginap,0.7828,tidak bekerja,-0.9395
Wyndam Taman Sari,view pantai,0.7746,kotor tidak,-0.9267
Wyndam Taman Sari,staffnya ramah,0.7349,terburuk pernah,-0.8991
Wyndam Taman Sari,nyaman bersih,0.7237,tidak ramah,-0.8821
Wyndam Taman Sari,ramah membantu,0.7091,tidak berfungsi,-0.8748
Wyndam Taman Sari,membantu ramah,0.6967,kebersihannya buruk,-0.8477
Yulia Gorontalo,stafnya ramah,0.4322,kurang variatif,-0.7216
Yulia Gorontalo,bagus bersih,0.3955,fasilitas bagus,-0.5957
Yulia Gorontalo,kamarnya luas,0.3857,sarapannya enak,-0.5805
Yulia Gorontalo,bersih nyaman,0.2931,bagus nyaman,-0.57
Yulia Gorontalo,staf ramah,0.2453,enak modern,-0.5274
Yulia Gorontalo,makanannya enak,0.2401,hotelnya bagus,-0.3982
Yulia Gorontalo,menu sarapan,0.233,jalan utama,0.057
Yulia Gorontalo,kamarnya bagus,0.229,menjawab semua pertanyaan,0.0676
Yulia Gorontalo,fasilitas lengkap,0.221,menjawab semua,0.0676
Yulia Gorontalo,kamarnya bersih,0.2099,semua pertanyaan,0.0676
Aloft Bali Kuta,pantai kuta,0.9762,mereka tidak,-0.916
Aloft Bali Kuta,berjalan kaki,0.6525,kurang nyaman,-0.9037
Aloft Bali Kuta,beach walk,0.6343,jadi kalau,-0.8868
Aloft Bali Kuta,dekat pantai,0.6132,tamu lain,-0.821
Aloft Bali Kuta,kolam renangnya,0.5369,saat check,-0.756
Aloft Bali Kuta,ramah membantu,0.5271,staf membantu,-0.6917
Aloft Bali Kuta,menginap aloft,0.5203,renang tetapi,-0.6613
Aloft Bali Kuta,semua staf,0.5184,tidak yakin,-0.6187
Aloft Bali Kuta,jalan kaki,0.4822,sakit selama,-0.5999
Aloft Bali Kuta,stafnya ramah,0.461,anggota marriott,-0.5897
Aloft Jakarta Wahid Hasyim,lokasi strategis,0.9864,tidak profesional,-1.4686
Aloft Jakarta Wahid Hasyim,makanan enak,0.9497,mereka tidak,-1.4321
Aloft Jakarta Wahid Hasyim,makanannya enak,0.8305,aloft jakarta,-1.1642
Aloft Jakarta Wahid Hasyim,tempat nyaman,0.7676,warga negara,-0.9969
Aloft Jakarta Wahid Hasyim,nyaman bersih,0.7647,kamarnya tidak,-0.988
Aloft Jakarta Wahid Hasyim,tengah kota,0.7566,pelayanannya buruk,-0.983
Aloft Jakarta Wahid Hasyim,pusat kota,0.725,kurang enak,-0.9802
Aloft Jakarta Wahid Hasyim,pelayanan ramah,0.72,lokasinya bagus,-0.964
Aloft Jakarta Wahid Hasyim,stafnya ramah,0.712,cma parkiran aja,-0.9585
Aloft Jakarta Wahid Hasyim,kolam renang,0.6531,cma parkiran,-0.9585
Aloft Seminyak Bali,terima kasih,0.7238,tidak sopan,-1.6391
Aloft Seminyak Bali,stafnya ramah,0.6096,pelayanan buruk,-1.5877
Aloft Seminyak Bali,tempat bagus,0.5464,jalan ramai,-0.8783
Aloft Seminyak Bali,lokasi bagus,0.5053,rasanya seperti,-0.8623
Aloft Seminyak Bali,pelayanannya luar,0.4692,tidak dapat,-0.8281
Aloft Seminyak Bali,kolam renang,0.4598,sama tidak,-0.7819
Aloft Seminyak Bali,pengalaman menginap,0.4359,menawarkan pemandangan,-0.7725
Aloft Seminyak Bali,kamarnya bersih,0.4224,tidak mendapatkan,-0.7701
Aloft Seminyak Bali,stafnya luar,0.3792,pantai stafnya,-0.769
Aloft Seminyak Bali,atap bagus,0.3641,bernama kahuna,-0.7644
A Loft South Jakarta,jakarta selatan,0.9052,parkir sempit,-1.9477
A Loft South Jakarta,lokasi strategis,0.7972,kurang variatif,-1.5557
A Loft South Jakarta,makanannya enak,0.7427,tidak ramah,-1.2446
A Loft South Jakarta,stafnya ramah,0.6522,parkiran sempit,-1.1949
A Loft South Jakarta,tb simatupang,0.5405,kurang ramah,-1.1109
A Loft South Jakarta,makanan enak,0.5281,hari pertama,-1.0802
A Loft South Jakarta,terima kasih,0.5266,hari kedua,-1.0508
A Loft South Jakarta,kamarnya bersih,0.4999,kurang enak,-1.0254
A Loft South Jakarta,secara keseluruhan,0.485,terlalu lama,-0.9667
A Loft South Jakarta,pelayanan ramah,0.4827,tidak banyak,-0.9566
Best Western Senayan-Jakarta,lokasi strategis,1.3459,mau turun,-1.3365
Best Western Senayan-Jakarta,pelayanan ramah,1.0123,tempat tidurnya,-1.2505
Best Western Senayan-Jakarta,bersih nyaman,0.8904,tidak ramah,-1.1968
Best Western Senayan-Jakarta,tempatnya strategis,0.8787,orang pake,-1.1871
Best Western Senayan-Jakarta,nyaman bersih,0.8472,sampai jam,-1.1572
Best Western Senayan-Jakarta,tengah kota,0.847,tidak nyaman,-1.1524
Best Western Senayan-Jakarta,tempat nyaman,0.8346,kurang nyaman,-1.131
Best Western Senayan-Jakarta,pelayanan baik,0.8043,sayang ga,-0.9929
Best Western Senayan-Jakarta,sarapan enak,0.7577,kurang bagus,-0.9834
Best Western Senayan-Jakarta,cocok buat,0.7421,jika anda,-0.9009
BW Kemayoran Hotel&Convention-Jakarta,makanan enak,1.2804,kurang bersih,-1.4368
BW Kemayoran Hotel&Convention-Jakarta,staff ramah,1.2706,tidak berfungsi,-1.3843
BW Kemayoran Hotel&Convention-Jakarta,dekat jiexpo,1.1969,tidak enak,-1.284
BW Kemayoran Hotel&Convention-Jakarta,makanannya enak,1.0862,tidak bersih,-1.228
BW Kemayoran Hotel&Convention-Jakarta,pelayanan ramah,1.0738,tdk digunakan,-1.1229
BW Kemayoran Hotel&Convention-Jakarta,pelayanan baik,1.0341,beberapa peralatan,-1.0978
BW Kemayoran Hotel&Convention-Jakarta,kamarnya bersih,1.0035,check jam,-1.0058
BW Kemayoran Hotel&Convention-Jakarta,sarapannya enak,1.0015,terburuk pernah,-0.989
BW Kemayoran Hotel&Convention-Jakarta,hotelnya nyaman,0.942,tidak bagus,-0.9858
BW Kemayoran Hotel&Convention-Jakarta,fasilitas lengkap,0.9172,tidak pernah,-0.9635
Fairfiledby Marriot Bali Kuta Sunset Road,pelayanan ramah,0.9414,kurang nyaman,-1.3398
Fairfiledby Marriot Bali Kuta Sunset Road,bersih nyaman,0.7956,tidak tahu,-1.054
Fairfiledby Marriot Bali Kuta Sunset Road,hotelnya bagus,0.7138,tidak sopan,-1.052
Fairfiledby Marriot Bali Kuta Sunset Road,kamarnya bersih,0.618,hati hati,-1.0309
Fairfiledby Marriot Bali Kuta Sunset Road,lokasi strategis,0.6152,sama tidak,-0.9857
Fairfiledby Marriot Bali Kuta Sunset Road,fasilitas lengkap,0.6082,kurang bagus,-0.742
Fairfiledby Marriot Bali Kuta Sunset Road,baik ramah,0.5928,kuta bali,-0.7261
Fairfiledby Marriot Bali Kuta Sunset Road,bagus bersih,0.5492,membantu tamu,-0.7167
Fairfiledby Marriot Bali Kuta Sunset Road,secara keseluruhan,0.5398,tetapi mereka,-0.7157
Fairfiledby Marriot Bali Kuta Sunset Road,kolam renangnya,0.5388,jalan raya,-0.6577
Fairfiledby Marriot Bali Legian,kolam renangnya,0.9069,tempat parkir,-1.2535
Fairfiledby Marriot Bali Legian,terima kasih,0.7017,hari pertama,-0.9749
Fairfiledby Marriot Bali Legian,staff ramah,0.5976,sarapan pagi,-0.9536
Fairfiledby Marriot Bali Legian,kamarnya bersih,0.5806,jadi tidak,-0.934
Fairfiledby Marriot Bali Legian,pelayanan baik,0.5539,masih banyak,-0.8968
Fairfiledby Marriot Bali Legian,tidak terlalu,0.5476,terburuk pernah,-0.887
Fairfiledby Marriot Bali Legian,luas bersih,0.5471,bagus pelayanan,-0.882
Fairfiledby Marriot Bali Legian,makanannya enak,0.5353,tidak ingin,-0.8622
Fairfiledby Marriot Bali Legian,hotelnya nyaman,0.4976,selama hari,-0.8167
Fairfiledby Marriot Bali Legian,staf ramah,0.4686,orang lain,-0.8133
Fairfiledby Marriot Bekasi,terima kasih,0.4957,petugas keamanan,-1.3561
Fairfiledby Marriot Bekasi,pakuwon mall,0.3113,menjadi pengalaman,-0.7319
Fairfiledby Marriot Bekasi,mall pakuwon,0.3025,saat keluar,-0.7252
Fairfiledby Marriot Bekasi,pelayanan baik,0.2736,pengalaman luar,-0.648
Fairfiledby Marriot Bekasi,pelayanan ramah,0.2598,restoran saat,-0.6252
Fairfiledby Marriot Bekasi,pengalaman menginap,0.2594,terhadap tamu,-0.572
Fairfiledby Marriot Bekasi,lokasinya strategis,0.1994,staf restoran,-0.5357
Fairfiledby Marriot Bekasi,stafnya ramah,0.1979,proses checkin,-0.3176
Fairfiledby Marriot Bekasi,lokasi strategis,0.1886,lapor polisi,-0.0822
Fairfiledby Marriot Bekasi,kolam renang,0.1802,ambil cctv,-0.0822
Fairfiledby Marriot Belitung,bersih nyaman,0.5627,kurang enak,-1.574
Fairfiledby Marriot Belitung,salah satu,0.4883,kurang variatif,-1.3907
Fairfiledby Marriot Belitung,pemandangan laut,0.4877,tdk nyaman,-1.1514
Fairfiledby Marriot Belitung,makanannya enak,0.4779,tidak ad,-1.1452
Fairfiledby Marriot Belitung,tanjung pandan,0.4549,pengalaman tidak,-0.9739
Fairfiledby Marriot Belitung,dekat pantai,0.4201,rasanya kurang,-0.9473
Fairfiledby Marriot Belitung,view laut,0.4032,makan siang,-0.8564
Fairfiledby Marriot Belitung,nyaman bersih,0.3903,klo mau,-0.8411
Fairfiledby Marriot Belitung,bagus nyaman,0.3842,sampai sana,-0.8202
Fairfiledby Marriot Belitung,pemandangan pantai,0.3828,standar pelayanannya,-0.7956
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,terima kasih,0.6867,tolong perbaiki,-1.4313
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,dekat bandara,0.6393,harus kembali,-0.9305
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,kamarnya bersih,0.4318,anda harus,-0.8175
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,layanan antarjemput,0.3939,member marriott,-0.7763
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,ramah membantu,0.344,malam hari,-0.7625
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,menginap semalam,0.3423,harganya mahal,-0.72
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,makanannya enak,0.3308,fasilitas lengkap,-0.6896
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,soekarno hatta,0.3296,marriott bonvoy,-0.6772
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,staf ramah,0.3038,jika anda,-0.6451
Fairfiledby Marriot Jakarta Soekarno Soekarno-Hatta Airport,bersih nyaman,0.2881,baru bersih,-0.6305
Fairfiledby Marriot South Kuta Bali,stafnya ramah,0.7141,memberikan ulasan,-1.0776
Fairfiledby Marriot South Kuta Bali,staf ramah,0.6759,kurang ramah,-1.0325
Fairfiledby Marriot South Kuta Bali,bersih nyaman,0.636,baru modern,-1.0182
Fairfiledby Marriot South Kuta Bali,tidak terlalu,0.6302,tamu lain,-1.0001
Fairfiledby Marriot South Kuta Bali,kamarnya luas,0.6015,hanya satu,-0.9458
Fairfiledby Marriot South Kuta Bali,bagus bersih,0.5968,kedap suara,-0.941
Fairfiledby Marriot South Kuta Bali,terima kasih,0.5538,jam pagi,-0.9285
Fairfiledby Marriot South Kuta Bali,stafnya luar,0.5454,bagus tetapi,-0.9204
Fairfiledby Marriot South Kuta Bali,pelayanan baik,0.4966,tidak sedap,-0.8788
Fairfiledby Marriot South Kuta Bali,bagus kolam,0.4656,lepas landas,-0.8332
Fairfiledby Marriot Surabaya,kolam renang,1.3855,restoran kurang,-1.2711
Fairfiledby Marriot Surabaya,fasilitas lengkap,1.191,sekelas bintang,-1.2068
Fairfiledby Marriot Surabaya,kota surabaya,1.1175,tidak dingin,-1.133
Fairfiledby Marriot Surabaya,banyak pilihan,1.0876,parkirnya harus,-1.1297
Fairfiledby Marriot Surabaya,lokasi strategis,1.0264,harus valet,-1.0945
Fairfiledby Marriot Surabaya,kamarnya bersih,1.0008,parkir buruk,-1.0865
Fairfiledby Marriot Surabaya,lobby luas,0.9503,parkir valet,-1.0714
Fairfiledby Marriot Surabaya,staf ramah,0.931,free parking,-1.0706
Fairfiledby Marriot Surabaya,makanan enak,0.9226,orang lain,-1.0655
Fairfiledby Marriot Surabaya,cocok buat,0.9022,hampir jam,-1.0507
Harper Kuta-Bali,pelayanan ramah,1.4439,mereka tidak,-1.4073
Harper Kuta-Bali,staff ramah,1.1272,staf tidak,-1.381
Harper Kuta-Bali,makanan enak,1.0321,klub malam,-1.3026
Harper Kuta-Bali,pelayanan bagus,0.9847,malam hari,-1.2442
Harper Kuta-Bali,jalan kaki,0.9792,tidak sesuai,-1.065
Harper Kuta-Bali,harper kuta,0.9384,jika anda,-1.0411
Harper Kuta-Bali,pelayanan baik,0.8964,mereka menagih,-1.0188
Harper Kuta-Bali,makanannya enak,0.8107,pelayanan kurang,-1.0134
Harper Kuta-Bali,menginap disini,0.8002,tidak layak,-0.9393
Harper Kuta-Bali,bersih nyaman,0.7683,minta tolong,-0.9375
Harper Mangkubumi-Yogyakarta (1),makanannya enak,1.1999,tidak ramah,-1.4411
Harper Mangkubumi-Yogyakarta (1),pelayanan ramah,1.1463,harus menunggu,-1.266
Harper Mangkubumi-Yogyakarta (1),kak april,0.9905,kurang nyaman,-1.2001
Harper Mangkubumi-Yogyakarta (1),pelayanan bagus,0.9729,check tgl,-1.1404
Harper Mangkubumi-Yogyakarta (1),lokasi strategis,0.9508,kurang memuaskan,-1.0873
Harper Mangkubumi-Yogyakarta (1),bersih nyaman,0.8835,tempatnya bersih,-1.0395
Harper Mangkubumi-Yogyakarta (1),makanan enak,0.8535,waktu checkin,-0.9683
Harper Mangkubumi-Yogyakarta (1),nyaman bersih,0.8042,lokasinya bagus,-0.968
Harper Mangkubumi-Yogyakarta (1),pelayanan baik,0.7909,kamarnya kurang,-0.9537
Harper Mangkubumi-Yogyakarta (1),pelayanan oke,0.7804,kurang ramah,-0.9352
Harris Hotel&Conventions Kelapa Gading-Jakarta,pelayanan ramah,1.2409,tidak apaapa,-1.2489
Harris Hotel&Conventions Kelapa Gading-Jakarta,mas latif,1.0936,baru kali,-1.0921
Harris Hotel&Conventions Kelapa Gading-Jakarta,mbak fitri,0.9931,koper tas,-1.0483
Harris Hotel&Conventions Kelapa Gading-Jakarta,staff ramah,0.9842,jam sore,-0.9954
Harris Hotel&Conventions Kelapa Gading-Jakarta,mas taufik,0.9747,dpn hotelnya,-0.9734
Harris Hotel&Conventions Kelapa Gading-Jakarta,nyaman bersih,0.9502,wifi tidak,-0.9734
Harris Hotel&Conventions Kelapa Gading-Jakarta,kamarnya bersih,0.8903,pengalaman buruk,-0.8884
Harris Hotel&Conventions Kelapa Gading-Jakarta,makanannya enak,0.8819,baru datang,-0.8421
Harris Hotel&Conventions Kelapa Gading-Jakarta,mas nailul,0.8788,saat acara,-0.7955
Harris Hotel&Conventions Kelapa Gading-Jakarta,terima kasih,0.8744,tidak enak,-0.7633
Harris Suites FX Sudirman-Jakarta,makanan enak,1.6548,kurang ramah,-1.3696
Harris Suites FX Sudirman-Jakarta,makanannya enak,1.0533,lama tidak,-1.3185
Harris Suites FX Sudirman-Jakarta,nyaman bersih,1.0455,kurang nyaman,-1.2794
Harris Suites FX Sudirman-Jakarta,best view,0.9496,kurang informatif,-1.1803
Harris Suites FX Sudirman-Jakarta,staf ramah,0.9276,ac tidak,-1.1468
Harris Suites FX Sudirman-Jakarta,mall fx,0.9019,tidak sesuai,-1.1244
Harris Suites FX Sudirman-Jakarta,fx sudirman,0.8848,udah bagus,-1.1208
Harris Suites FX Sudirman-Jakarta,dekat gbk,0.865,admin wa,-1.0996
Harris Suites FX Sudirman-Jakarta,city view,0.8279,bau apek,-1.0859
Harris Suites FX Sudirman-Jakarta,salah satu,0.8264,kurang baik,-1.0703
Harris Suites Puri Mansion-Jakarta,fasilitas lengkap,1.3382,buruk tidak,-1.5263
Harris Suites Puri Mansion-Jakarta,staff ramah,1.2532,pelayanan buruk,-1.4141
Harris Suites Puri Mansion-Jakarta,kak el,1.2412,sekelas harris,-1.4122
Harris Suites Puri Mansion-Jakarta,staf ramah,1.1157,kurang ramah,-1.3349
Harris Suites Puri Mansion-Jakarta,bersih nyaman,1.0463,pelayanannya buruk,-1.2709
Harris Suites Puri Mansion-Jakarta,pelayanannya ramah,1.0322,bikin pusing,-1.1716
Harris Suites Puri Mansion-Jakarta,pelayanan ramah,1.024,management buruk,-1.1676
Harris Suites Puri Mansion-Jakarta,makanan enak,0.9894,buka bersama,-1.0681
Harris Suites Puri Mansion-Jakarta,lokasi strategis,0.9019,tidak direkomendasikan,-1.056
Harris Suites Puri Mansion-Jakarta,nyaman bersih,0.8248,kartu akses,-1.0392
Holiday Inn Express&Suites Banjarmasin,breakfast enak,0.3148,staf ramah,-0.9398
Holiday Inn Express&Suites Banjarmasin,youtube netflix,0.3133,kolam renangnya,-0.6111
Holiday Inn Express&Suites Banjarmasin,bagus bersih,0.3028,kolam renang,-0.5822
Holiday Inn Express&Suites Banjarmasin,nginap disini,0.2916,kamarnya bersih,-0.5186
Holiday Inn Express&Suites Banjarmasin,pelayanan ramah,0.2639,ramah membantu,-0.4717
Holiday Inn Express&Suites Banjarmasin,lokasi strategis,0.2615,holiday inn,-0.2123
Holiday Inn Express&Suites Banjarmasin,strategis dekat,0.2615,mba novi sama,0.0901
Holiday Inn Express&Suites Banjarmasin,staff ramah,0.2543,sama mba santi,0.0901
Holiday Inn Express&Suites Banjarmasin,enak variatif,0.2532,novi sama mba,0.0901
Holiday Inn Express&Suites Banjarmasin,tempat parkir,0.2427,novi sama,0.0901
Holiday Inn Express Bandung Braga,pelayanan ramah,1.5267,parkir mahal,-1.349
Holiday Inn Express Bandung Braga,makanannya enak,1.3708,tidak ramah,-1.2227
Holiday Inn Express Bandung Braga,makanan enak,1.2221,jam pagi,-1.1059
Holiday Inn Express Bandung Braga,baik ramah,0.959,tidak sesuai,-1.0125
Holiday Inn Express Bandung Braga,pelayanan baik,0.9063,kurang baik,-0.9927
Holiday Inn Express Bandung Braga,menginap disini,0.902,sayang tidak,-0.9559
Holiday Inn Express Bandung Braga,breakfast enak,0.889,tidak enak,-0.9362
Holiday Inn Express Bandung Braga,hotelnya nyaman,0.855,agar tidak,-0.9129
Holiday Inn Express Bandung Braga,staff ramah,0.846,meminta maaf,-0.907
Holiday Inn Express Bandung Braga,pelayanan bagus,0.8434,mengalami hal,-0.9049
Holiday Inn Express Baruna Bali,bersih nyaman,1.0699,bukan hanya,-1.5465
Holiday Inn Express Baruna Bali,hotelnya bagus,0.9867,bintang lima,-1.5228
Holiday Inn Express Baruna Bali,fasilitas lengkap,0.9177,menginap sini,-1.4498
Holiday Inn Express Baruna Bali,lokasi strategis,0.8803,tidak pernah,-1.3619
Holiday Inn Express Baruna Bali,pelayanan ramah,0.8562,tidak ramah,-1.2304
Holiday Inn Express Baruna Bali,staf ramah,0.7426,kembali menginap,-1.2284
Holiday Inn Express Baruna Bali,kamarnya nyaman,0.7342,sama tidak,-1.2273
Holiday Inn Express Baruna Bali,makanan enak,0.7305,dia bahkan,-1.1969
Holiday Inn Express Baruna Bali,kamarnya bersih,0.7215,tidak tempat,-1.1662
Holiday Inn Express Baruna Bali,staff ramah,0.7146,bahkan tidak,-1.1541
Holiday Inn Express Express Bali Sunset Road,lokasi strategis,0.6944,cek perbaiki,-0.8468
Holiday Inn Express Express Bali Sunset Road,terima kasih,0.5405,kurang bagus,-0.7946
Holiday Inn Express Express Bali Sunset Road,menginap sini,0.4815,tidak merekomendasikannya,-0.7616
Holiday Inn Express Express Bali Sunset Road,sunset road,0.4009,waktu mandi,-0.7322
Holiday Inn Express Express Bali Sunset Road,kolam renang,0.356,tidak banyak,-0.7075
Holiday Inn Express Express Bali Sunset Road,pilihan makanan,0.3524,tetap tidak,-0.6161
Holiday Inn Express Express Bali Sunset Road,bahkan mereka,0.3436,jalan utama,-0.5434
Holiday Inn Express Express Bali Sunset Road,dekat supermarket,0.337,tidak tahu,-0.5114
Holiday Inn Express Express Bali Sunset Road,kembali lagi,0.335,holiday inn,-0.4427
Holiday Inn Express Express Bali Sunset Road,chef sandy,0.3323,kedap suara,-0.441
Holiday Inn Express Jakarta International Expo,kamarnya bersih,1.0984,pelayanan buruk,-1.4134
Holiday Inn Express Jakarta International Expo,pelayanan bagus,0.9851,ulasan baik,-1.3003
Holiday Inn Express Jakarta International Expo,bersih nyaman,0.8879,tidak berfungsi,-1.2878
Holiday Inn Express Jakarta International Expo,fasilitas lengkap,0.875,check lama,-1.2587
Holiday Inn Express Jakarta International Expo,pelayanan baik,0.8708,bahasa inggris,-1.153
Holiday Inn Express Jakarta International Expo,pelayanan ramah,0.8668,tak sedap,-1.1358
Holiday Inn Express Jakarta International Expo,lokasi strategis,0.8372,kurang ramah,-1.025
Holiday Inn Express Jakarta International Expo,jalan kaki,0.8327,ramai pengunjung,-0.9543
Holiday Inn Express Jakarta International Expo,bersih pelayanan,0.7478,harus menunggu,-0.9292
Holiday Inn Express Jakarta International Expo,makanan enak,0.7467,waktu sarapan,-0.9192
Holiday Inn Express Jakarta Pluit City Gate,pelayanan ramah,1.1422,menginap sini,-1.2767
Holiday Inn Express Jakarta Pluit City Gate,pelayanan baik,1.1417,ga respon,-1.2346
Holiday Inn Express Jakarta Pluit City Gate,pelayanan bagus,1.11,tidak membantu,-1.2309
Holiday Inn Express Jakarta Pluit City Gate,lokasi strategis,1.0463,tidak ramah,-1.1599
Holiday Inn Express Jakarta Pluit City Gate,hotelnya bagus,0.9472,pelayanan buruk,-1.1142
Holiday Inn Express Jakarta Pluit City Gate,atas mall,0.946,tidak enak,-1.0959
Holiday Inn Express Jakarta Pluit City Gate,kamarnya bersih,0.8952,cara promo,-1.05
Holiday Inn Express Jakarta Pluit City Gate,tempat nyaman,0.8812,tidak merekomendasikan,-1.0251
Holiday Inn Express Jakarta Pluit City Gate,dekat mall,0.8767,sih bagus,-1.0066
Holiday Inn Express Jakarta Pluit City Gate,mall emporium,0.8271,tempat tidurnya,-0.9834
Holiday Inn Express Jakarta Wahidhasyim,lokasi strategis,1.5728,makanan kurang,-1.2228
Holiday Inn Express Jakarta Wahidhasyim,tanah abang,1.1518,kurang luas,-1.1742
Holiday Inn Express Jakarta Wahidhasyim,pelayanan ramah,1.0369,mereka tidak,-1.1104
Holiday Inn Express Jakarta Wahidhasyim,staff ramah,0.9719,tidak membantu,-1.0786
Holiday Inn Express Jakarta Wahidhasyim,kamarnya bersih,0.9677,oleh tamu,-1.0423
Holiday Inn Express Jakarta Wahidhasyim,makanannya enak,0.9436,parkiran sempit,-1.0323
Holiday Inn Express Jakarta Wahidhasyim,tengah kota,0.9306,terburuk pernah,-1.0251
Holiday Inn Express Jakarta Wahidhasyim,bagus bersih,0.8579,buruk tidak,-1.0065
Holiday Inn Express Jakarta Wahidhasyim,bersih nyaman,0.8296,demi tuhan,-0.9215
Holiday Inn Express Jakarta Wahidhasyim,bagus nyaman,0.8013,ga ramah,-0.9042
Holiday Inn Express Semarang Simpang Lima,makanan enak,1.3661,banyak semut,-1.1187
Holiday Inn Express Semarang Simpang Lima,simpang lima,1.3598,kurang enak,-1.1051
Holiday Inn Express Semarang Simpang Lima,staff ramah,1.2864,parkir sempit,-1.0072
Holiday Inn Express Semarang Simpang Lima,tengah kota,1.1428,kurang ramah,-1.0007
Holiday Inn Express Semarang Simpang Lima,lokasi strategis,1.1327,segera ganti,-0.9865
Holiday Inn Express Semarang Simpang Lima,kamarnya bersih,1.1036,mandi basement,-0.9865
Holiday Inn Express Semarang Simpang Lima,pelayanan ramah,1.0157,uang ketingalan,-0.9865
Holiday Inn Express Semarang Simpang Lima,tempat strategis,0.9865,lama refill,-0.9658
Holiday Inn Express Semarang Simpang Lima,kota semarang,0.9509,nginep sini,-0.9614
Holiday Inn Express Semarang Simpang Lima,makanannya enak,0.9495,jam pagi,-0.9365
Holiday Inn Express Surabaya Center Point,pelayanan ramah,1.0887,kurang ramah,-1.7044
Holiday Inn Express Surabaya Center Point,pelayanan bagus,1.0208,kurang memuaskan,-1.4514
Holiday Inn Express Surabaya Center Point,makanan enak,0.9602,kurang enak,-1.3023
Holiday Inn Express Surabaya Center Point,breakfast enak,0.9029,kurang luas,-1.2413
Holiday Inn Express Surabaya Center Point,terima kasih,0.8763,makanan kurang,-1.1642
Holiday Inn Express Surabaya Center Point,pelayanannya ramah,0.8514,bilang tidak,-1.0202
Holiday Inn Express Surabaya Center Point,enak pelayanan,0.8312,ac mati,-1.0154
Holiday Inn Express Surabaya Center Point,pusat kota,0.8226,gak ramah,-0.9973
Holiday Inn Express Surabaya Center Point,lokasi strategis,0.7838,tidak ramah,-0.9886
Holiday Inn Express Surabaya Center Point,pelayanannya baik,0.7836,salah seorang,-0.9495
Hotel Dafam Cilacap,kolam renang,1.0134,banyak asap,-1.4102
Hotel Dafam Cilacap,pelayanan ramah,1.0101,kurang memuaskan,-1.3114
Hotel Dafam Cilacap,makanan enak,0.9154,tidak berfungsi,-1.2733
