User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Barra Mahatva,2025,3,menginap pada hari Jumat 26 12 2025 secara umum layanannya oke tapi ada beberapa hal yang perlu diperhatikan 1 basement 3 tidak tercover oleh lift ini sangat merepotkan ketika kita datang tidak ada petugas yang mengarahkan ke lobi untuk reservasi maka kita langsung masuk ke parkir diarahkan ke basement 3 karena b1 dan b2 sudah penuh akhirnya kita harus ngangkat barang2 kita termasuk koper besar menuju basement 2 dengan naik tangga manual untuk petugas parkir perlu ditingkatkan kompetensi nya harus berhenti dulu ditanya mau memeriksa masuk atau tidak langsung mengarahkan ke b3 lebih mengecewakan lagi ketika sampai b2 ternyata masih ada beberapa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9404118061065674,Service Quality,"Service Quality (0.87); Facilities & Amenities (0.75); Location, Accessibility & Parking (0.69)"
Hariyanto Hariyanto,2025,5,makanannya standar dalam arti sesuai dengan bintang hotel ketiga kali menginap di alana tidak ada kendala makanan enak tapi kurang lengkap anggur jawa baru menyegarkan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9831326603889465,Food & Beverage,"Food & Beverage (0.96); Loyalty, Recommendation & Appreciation (0.93); Service Quality (0.76)"
Abanda jabulani,2025,5,nginap 5 hari di hotel bintang 4 yang sangat mewah kamar bersih nyaman luas ada kolam renang bisa nge gym juga bisa memilih kamar buat untuk ahli isap menu sarapan yang sangat berpariasi stafnya ramah ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.999220609664917,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.97); Room Quality & Comfort (0.95)
Sekar Arum Larasati,2025,5,makanan sarapan enak dan variatif restonya bersih dan nyaman pelayanan sangat baik dan ramah sangat membantu terimakasih mba dewi pelayan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994365572929382,Service Quality,"Service Quality (0.99); Service Efficiency & Responsiveness (0.98); Cleanliness, Hygiene & Maintenance (0.98)"
Doddy Lombardo,2025,5,hotel alana memiliki kamar yang luas bagus dan makanan nya lezat serta area nya bersih terimakasih untuk pelayanan dari kak reva,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989839196205139,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Facilities & Amenities (0.99); Service Quality (0.99)"
Yanuar Prihana N,2024,5,tempatnya bagus dan nyaman lobi nya besar dengan banyak area duduk sarapannya oke juga cukup lengkap sempat disajikan anggur jawa berupa minuman rempah campuran yang menyegarkan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993084669113159,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (0.97); Food & Beverage (0.92)
Ferry Kono,2025,4,Sangat nyaman hanya saja saya berharap fasilitas gym masih bisa buka sampai jam 12 malam jam 10 malam terlalu cepat untuk tamu yang masih harus berkutat dengan urusan di kota solo ini,KOMPETITOR,Bintang 4,TheAlana,positive,0.9162142276763916,Facilities & Amenities,Facilities & Amenities (0.89); Guest Experience (0.83); Service Quality (0.79)
Perdani Febriana,2025,5,sangat dianjurkan waktu sampek dibuka di pintu mobilnya dibantu turunin barangnya dibawa sampek ke kamar dan waktu itu bisa cepat checkin di jam 13.00 dari lobi lorong angkat wangi kamarnya luas dan nyaman bersih pol di,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991697072982788,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.96); Service Quality (0.96); Facilities & Amenities (0.95)
Liza,2025,5,senang sekali menginap di hotel alana solo karena kamarnya bersih nyaman pencahayaan kamar juga terang ditambah lagi pelayanan di resto juga sangat memuaskan pelayannya sangat ramah hotel alana solo lokasinya dekat dengan bandara sehingga memudahkan dalam perjalanan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995206594467163,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.99); Service Quality (0.99)
Aprilita Sari,2025,5,Kesekian kali nya kami menginap di Alana hotel dan tidak pernah bosenn buat semua nya rekomendasi degh dari fasilitas dan staf nya yang baik dan ramah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9984429478645325,Service Quality,Service Quality (1.00); Staff Conduct & Hospitality (0.99); Facilities & Amenities (0.99)
Nur Handayani,2025,5,kamarnya bersih fasilitas juga lengkap pelayanan ramah untuk makanan lengkap dan dianjurkan sekali lahh untuk pelayan pagi ini dengan kak dewi sangat ramah dan baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992507100105286,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Staff Conduct & Hospitality (0.99)"
Evangelica,2025,5,alana solo memperkenalkan fasilitas yang bagus bersih nyaman kamar bersih makanan juga ngga kalah bagus dengan hotel bintang 5 masakan nya enak enak namun saat ini mencoba makanan soto semarang agak sedikit asin sih yaa mungkin bisa lebih teliti,KOMPETITOR,Bintang 4,TheAlana,positive,0.9501025080680847,Facilities & Amenities,"Facilities & Amenities (1.00); Room Quality & Comfort (0.99); Cleanliness, Hygiene & Maintenance (0.99)"
Enna Adji,2025,5,hotelnya nyaman bersih dan wangi resepsionis ramah bu Cindy,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992272853851318,Service Quality,"Service Quality (0.98); Cleanliness, Hygiene & Maintenance (0.97); Staff Conduct & Hospitality (0.96)"
aurelia,2025,5,kamarnya nyaman makanannya enak enak enak pelayanannya bagus dan ramah kak ikanya cantikk,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993616938591003,Room Quality & Comfort,Room Quality & Comfort (0.99); Facilities & Amenities (0.99); Service Quality (0.98)
Tiinn Tiinn,2025,5,hotelnya bagus mewah lobby luas bersih kamar elegan bersih rapi dan kamar mandi sangat bersih petugas kebersihan sangat ramah dan membantu sukai,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994744658470154,Facilities & Amenities,"Facilities & Amenities (1.00); Cleanliness, Hygiene & Maintenance (0.99); Staff Conduct & Hospitality (0.99)"
Rizka Aulia,2025,5,untuk sarapan pagi di hotel sangat bervariasi tetapi seperti spaghetti dan ayamnya kurang bumbu pegawai hotel ramah dan ada minuman anggur merah herbal yang rasanya sangat unik disajikan dan dijelaskan oleh mas roy iskandar,KOMPETITOR,Bintang 4,TheAlana,positive,0.9981558918952942,Food & Beverage,Food & Beverage (0.90); Staff Conduct & Hospitality (0.76); Service Quality (0.61)
Salsa,2025,5,kamar nyaman sarapan enak dilayani oleh kak ika,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994303584098816,Service Quality,Service Quality (0.98); Guest Experience (0.96); Room Quality & Comfort (0.95)
Yudenti Qonita Aji,2025,5,sangat ramah pelayanannya cepat wortit kamar bersih pelayanan atas nama kak cindy paling top,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991872906684875,Service Quality,"Service Quality (0.99); Guest Experience (0.99); Cleanliness, Hygiene & Maintenance (0.98)"
Nuemma Rahma,2025,5,hotel konsep modern di solo pelayanan oke kamar oke lokasi oke air minum komplement di kamar menggunakan air galon yang tersedia di koridor jadi di kamar tersedia air jug tolong diperhatikan ya untuk air jug nya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9983471632003784,Service Quality,Service Quality (0.99); Facilities & Amenities (0.99); Room Quality & Comfort (0.94)
Emy Margarini,2025,5,Secara keseluruhan nyaman dan menyenangkan di Alana pelayanan ramah terutama di resto bahkan saya bertanya mentega tak berawan ke koki lgsg diambilkan anggur jawawanya oke terima kasih ya mas wibi,KOMPETITOR,Bintang 4,TheAlana,positive,0.998139500617981,Facilities & Amenities,Facilities & Amenities (1.00); Staff Conduct & Hospitality (1.00); Guest Experience (0.99)
Shindy liliani,2024,4,setelah 4 tahun baru tinggal di sini lagi suasana kamar masih nyaman dan bersih hanya saja sajian di resto dibandingkan sebelumnya kurang berani bumbu biasanya klo sarapan disini banyak yang menggugah selera pilihan banyak dan rasa oke,KOMPETITOR,Bintang 4,TheAlana,positive,0.9938628673553467,Facilities & Amenities,"Facilities & Amenities (0.87); Cleanliness, Hygiene & Maintenance (0.85); Room Quality & Comfort (0.80)"
fatkhul rozaqiya aziz,2025,5,kamarnya luas dan nyaman pelayanannya terbaik lah staf ramah semua apa lg anggur jawawanya yang melayani sama mas wibi terbaik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991768002510071,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (1.00); Staff Conduct & Hospitality (1.00)
Bocil Tampan,2025,5,pelayanan sangat ramah dibantu dengan baik oleh kaka nya sarapan jg tenang nyaman makanan dan minuman enak semuanya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994425177574158,Guest Experience,Guest Experience (0.99); Facilities & Amenities (0.99); Staff Conduct & Hospitality (0.99)
Ridhwan Ammar Jatmiko,2025,5,kamar hotel nyaman tenang pelayanan jg oke makanan jg enak dikasi coba anggur jawa enak rasanya karena terbuat dari rempah,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993226528167725,Facilities & Amenities,Facilities & Amenities (1.00); Food & Beverage (0.99); Service Quality (0.98)
vellyn Apricillia,2025,5,luas mantab ramah bagus terimakasih kak ika,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992817044258118,Room Quality & Comfort,Room Quality & Comfort (0.96); Facilities & Amenities (0.94); Service Quality (0.90)
ika yunita,2025,5,sangat memuaskan yaa menginap di alana hotel mewah vasilitas komplit bahkan ada kursi pijatnya untuk restoran pelayananya sangat baguss disambut dengan ramah dilayani dengan baik buat masakan enak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995540976524353,Facilities & Amenities,Facilities & Amenities (1.00); Service Efficiency & Responsiveness (0.99); Service Quality (0.99)
Galih Satrio Pinandito,2025,5,seperti alana jogja kamarnya sangat luas ini yang jadi favorit menu sarapan juga variatif dari makanan lokal barat cina ada semua,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993575215339661,Facilities & Amenities,Facilities & Amenities (1.00); Food & Beverage (0.98); Guest Experience (0.97)
wisnu wardhanapsych,2025,5,makanan enak opor ketupat kari nasi uduk bubur minumanya enak saat sarapan orang2nya ramah dan suka menolong terima kasih mbak ika mas roy mas satria buat keramahannya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994509816169739,"Loyalty, Recommendation & Appreciation","Loyalty, Recommendation & Appreciation (0.97); Staff Conduct & Hospitality (0.96); Food & Beverage (0.96)"
Moch Barca,2025,5,kamar bersih nyaman semua staf nya sangat membantu sangat terima kasih mas iskandar staf masuk biaya resto mantap,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992654919624329,Room Quality & Comfort,"Room Quality & Comfort (0.99); Cleanliness, Hygiene & Maintenance (0.98); Facilities & Amenities (0.98)"
anne yanada,2025,5,sarapan nya enak mantap semua pelayanan juga oke ramah semua kebersihan juga dijaga dikasih juga anggur jawa dan penutup keliling setiap pagi katanya enak semuanya terima kasih mba dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994783997535706,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Facilities & Amenities (0.99); Service Quality (0.97)"
Arsita Dian Anggraeni,2023,4,kami pesan hotel jam 8 malam via telepon proses cek masuk nya cepat cek keluarnya apalagi tinggal cemplungin kartu kamar ke kotak hehe untuk kamar terbilang cukup luas untuk kelas atas untuk kami ber5 dengan,KOMPETITOR,Bintang 4,TheAlana,positive,0.998534083366394,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.97); Booking & Reservation Experience (0.92); Service Quality (0.91)
Arul Arul,2025,5,pengalaman pertama menginap dihotel alana waw fasilitas dan juga pelayanan sungguh memuaskan lokasi dekat dengan kota mau kemana deket jadi tidak perlu repot kamar bersih wangi mewah untuk sarapan juga makanan banyak variasi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994331002235413,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (1.00); Guest Experience (0.98)
Jackie Mubarok,2025,5,pelayanan bagus kamar nyaman bersih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994139671325684,Service Quality,Service Quality (1.00); Room Quality & Comfort (0.99); Guest Experience (0.99)
anang pramayuda,2025,5,makanannya mantap dan lengkap menginap dua hari cukup nyaman walaupun hari ini sarapan cukup ramai tapi terkondisikan pelayanan baik dari mba dewi pelayan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993865489959717,Service Quality,Service Quality (0.99); Room Quality & Comfort (0.98); Staff Conduct & Hospitality (0.98)
Yulia Rana,2025,5,tinggalkan di sini pengalaman yang tidak akan bisa dilupain mulai dari kamarnya yang bersih ramah anak ada tenda didlm kamar yang bisa bikin anak betah poll tidak cuman itu mereka jg ada taman bermain dimana2 cucok buat bawa anak kita halaman bisa sarapan dengan pilihan yang beragam bantuan staf yang membantu terima kasih ka moes wibi,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990556836128235,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (0.99); Service Quality (0.99)
adelia sk,2025,5,buka puasa di hotel alana menuunya sangat menarik pelayanan nya baik pokoknya mantab deh bintang 5,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993742108345032,Service Quality,Service Quality (0.99); Guest Experience (0.96); Food & Beverage (0.95)
Desire Maitimo,2025,5,hotelnya bagus kamarnya luas dan nyaman menu makanan enak enak terutama mie ayam nasi goreng kampung enak bubur kacang ijo enak juga jamu jawa yang ditawarkan oleh iskandar enak orama jamunya unik pokoknya semua top enaknya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995802044868469,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.95); Food & Beverage (0.88)
Indah Aprilia22,2025,5,bukber disini wort itu sangat rekomen buat yang mau iftar bersama teman keluarga atau pasangan layanan yang baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9984606504440308,Service Quality,Service Quality (0.99); Family & Group Friendly (0.99); Food & Beverage (0.99)
Puspa Dwi,2025,5,Hotel nyaman sarapan nyaman pelayanan memuaskan pelayan dewi,KOMPETITOR,Bintang 4,TheAlana,positive,0.999421238899231,Service Quality,Service Quality (1.00); Guest Experience (0.99); Facilities & Amenities (0.98)
Indra Pratama,2025,5,kenyamanan menu di resto sudah oke pelayanan juga cepat kondisi kamar juga oke pelayanan dari mas rohib juga oke,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993636012077332,Facilities & Amenities,Facilities & Amenities (0.99); Service Efficiency & Responsiveness (0.99); Room Quality & Comfort (0.99)
Anggi Indah,2024,5,pengalaman yang menyenangkan menginap di hotel ini kamarnya luas bersih view nya bagus hanya saja di kamar kami menginap kulkasnya tidak dingin dan ac juga kurang dingin namun selebihnya kami puas dengan fasilitas kamarnya masukan,KOMPETITOR,Bintang 4,TheAlana,positive,0.998539924621582,Guest Experience,Guest Experience (0.97); Facilities & Amenities (0.94); Check in/out Experience (0.91)
Roseta,2024,5,alana solo memberikan kenyamanan bagi kita semua tak kalah dari hotel hotel lain tempat mewah juga strategis dekat dengan bandara juga tak lupa dengan semua makanan yang ada direstaurant juga enak dan ada yang terbaru minuman herbal anggur,KOMPETITOR,Bintang 4,TheAlana,positive,0.9989522695541382,Facilities & Amenities,Facilities & Amenities (1.00); Food & Beverage (0.96); Family & Group Friendly (0.91)
Fery Tri Prasetyo,2025,5,sangat cocok untuk pasangan baru dan atau keluarga serta anak anak memiliki lobi yang luas dan fasilitas tunggu untuk dewasa serta taman bermain,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990389347076416,Family & Group Friendly,Family & Group Friendly (1.00); Facilities & Amenities (0.99); Guest Experience (0.97)
razaq adya,2024,5,pelayanannya sangat baik dengan keramahan staf yang juga luar biasa terimakasih kepada ibu bunga dari kantor depan yang sudah melayani dengan profesional saat dini cek masuk dan pak solomon dari restoran yang sudah menyajikan terbaik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9978480339050293,Staff Conduct & Hospitality,Staff Conduct & Hospitality (1.00); Service Quality (1.00); Guest Experience (0.99)
Ika Hapsari,2023,5,hotel terbaik kedua yang saya tinggal di solo setelah alila hotel 1 lokasi cukup strategis dan mudah dijangkau dengan transportasi umum meskipun tidak mendekati pusat kota tetapi dekat dari warisan dan grandis barn,KOMPETITOR,Bintang 4,TheAlana,positive,0.9988546371459961,Facilities & Amenities,"Facilities & Amenities (0.82); Location, Accessibility & Parking (0.81); Cultural & Heritage Experience (0.78)"
Yuznia Hanifah,2025,4,Salah satu rekomendasi hotel kalau lagi di solo kamarnya luas dan bersih sangat nyaman layanan restorasinya cukup memuaskan dan untuk makanannya enak serta variatif terima kasih alana hotel solo,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995261430740356,Facilities & Amenities,Facilities & Amenities (1.00); Room Quality & Comfort (1.00); Service Quality (0.99)
Binar Kristi Lasika,2025,5,Wisuda aku tekstil solo ke vi di ballroom arcadia gedungnya bagus rapi bersih layout sesuai yang diharapkan pelayanan dari tim bank memuaskan saat acara membantu dalam menyiapkan beberapa sesi acara dibantu oleh mas anang dan mas hasan terima kasih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9985136389732361,Service Quality,"Service Quality (1.00); Cleanliness, Hygiene & Maintenance (0.92); Room Quality & Comfort (0.87)"
MADFEMALE ID,2025,5,pelayanan sangat oke hidangannya juga oke untuk acara wisuda yang kami selenggarakan di hotel alana ini berjalan lancar sangat merekomendasikan untuk acara2 besar lainnya pelayanan dari staf hotel,KOMPETITOR,Bintang 4,TheAlana,positive,0.9987265467643738,Service Quality,Service Quality (1.00); Religious & Halal Features (0.96); Family & Group Friendly (0.94)
Irma Novia,2025,5,Sangat nyaman ketika sarapan di restoran di pagi hari sarapan oke enak enak rekomendasi semua pelayanan bagus dengan pak roy iskandar pekerjaan bagus semua,KOMPETITOR,Bintang 4,TheAlana,positive,0.9994310736656189,Service Quality,"Service Quality (0.99); Guest Experience (0.98); Loyalty, Recommendation & Appreciation (0.93)"
Tera Apriliana Siregar,2025,5,telah melngsungkan acara di Alana Hotel solo selama 4 hari 3 malam di ruangan Arcadia 3 pelayanannya bagus banget untuk staf nya cepat tanggap dalam melayani permintaan kami makanannya pum enak enak dan bervariasi terimaksih juga mas hasan yang sudah membantu kita selama acara baik sekali dan cepat tanggap,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992122650146484,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.97); Service Quality (0.96); Staff Conduct & Hospitality (0.95)
Ria Rizki,2025,5,Buka bersama bersama alana bersama keluarga makanannya lengkap dan enak pelayanan sangat memuaskan suasana sangat nyaman dan sangat direkomendasikan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995344877243042,Family & Group Friendly,Family & Group Friendly (1.00); Service Quality (0.99); Guest Experience (0.99)
Akhtar&Yuka,2024,5,kamarnya luas nyaman kamar mandi luas dan nyaman sarapan lengkap berbagai menu kolam renang mungkin bisa ditambahi buat permainan anak anak pelayanan resto ramah terima kasih untuk jamuannya mas roy iskandar sukses selalu alana makin maju,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995098114013672,Facilities & Amenities,Facilities & Amenities (0.99); Room Quality & Comfort (0.98); Guest Experience (0.96)
Wahyu K. Wicaksono,2024,3,menginap 5 hari 4 malam berharap mendapatkan kamar dengan tipe king bed sudah minta jauh hari namun tersedia twin bed namun masih cukup nyaman karena bisa disatukan sayangnya saat pertama kali masuk ke kamar langsung mencium bau tidak,KOMPETITOR,Bintang 4,TheAlana,negative,0.8727013468742371,Facilities & Amenities,Facilities & Amenities (0.73); Booking & Reservation Experience (0.62); Guest Experience (0.51)
Aulia Komala,2025,5,anggur jawa dan jus sehat saat sarapan rasanya segar banget dan bikin seger tubuh di pagi hari pelayanan dari staf seluruhnya juga oke banget apalagi mas roy iskandar yang memberikan info yang sangat baik terkait minuman segar yang baru banget dibuat,KOMPETITOR,Bintang 4,TheAlana,positive,0.9984443783760071,Service Quality,Service Quality (0.99); Service Efficiency & Responsiveness (0.97); Staff Conduct & Hospitality (0.94)
Cindicitra Pratama,2025,5,makanannya enakk pelyaanannya baikk,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992800354957581,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.97); Sustainability & Environmental Quality (0.92); Family & Group Friendly (0.85)"
rachmat soekono,2025,5,Alana solo menjadi kenangan terindah dan sejarah anak kami mengucapkan sumpah profesi fisioterapis universitas muhammadiyah surakarta tgl 24 desember 2024 semoga menjadi keberkahan buat kami dan rhido allah senantiasa menyertai aamiin,KOMPETITOR,Bintang 4,TheAlana,positive,0.9262935519218445,"Loyalty, Recommendation & Appreciation","Loyalty, Recommendation & Appreciation (0.89); Cultural & Heritage Experience (0.78); Service Quality (0.76)"
RPT Channel,2024,5,hotel dan kamarnya bagus nyaman semua fasilitas berjalan dengan semestinya menu sarapan banyak dan enak staf2nya komunikatif dan membantu saat sarapan ditawari oleh staf bernama nuri untuk mencoba produk anggur mereka anggur jawa,KOMPETITOR,Bintang 4,TheAlana,positive,0.999363124370575,Facilities & Amenities,Facilities & Amenities (1.00); Service Efficiency & Responsiveness (0.99); Room Quality & Comfort (0.98)
Bager Onesto Sembodo,2025,5,kamar oke yang luar biasa adalah pelayanannya semua sangat ramah sopan dan membantu sarapan enak gojek ramah di depan persis ada soto terkenal dan warung kopi enak,KOMPETITOR,Bintang 4,TheAlana,positive,0.9992671608924866,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (1.00); Service Quality (1.00); Guest Experience (1.00)"
Saudur Irsani,2025,5,Mas Aldi Agung yang terbaik performa pelayanannya di resepsi sangat ramah cekatan dan bersahabat sekali sekalipun tamu ramai,KOMPETITOR,Bintang 4,TheAlana,positive,0.9988200068473816,Service Quality,Service Quality (1.00); Service Efficiency & Responsiveness (1.00); Family & Group Friendly (0.99)
bonita santi,2025,4,lokasi strategis ruangan kamar nyaman dan bersih hotel standar bintang 4 membantu staf saat terjadi salah kirim tambahan tempat tidur angkat terbatas saat tingkat Hunian penuh harus sabar ruang parkir lumayanlah masih kebagian alhamdulillah,KOMPETITOR,Bintang 4,TheAlana,positive,0.998946487903595,Room Quality & Comfort,Room Quality & Comfort (1.00); Facilities & Amenities (0.99); Service Quality (0.99)
Larasati Wibowo,2025,5,menu pilihan makanannya banyak dan enak pelayanannya ramah dan gercepp secara keseluruhan oke dianjurkan,KOMPETITOR,Bintang 4,TheAlana,positive,0.999316930770874,Service Quality,Service Quality (1.00); Guest Experience (0.99); Staff Conduct & Hospitality (0.99)
Heri Setiawan,2025,5,pengalaman berkunjung ke hotel alana yang luar biasa semua staf nya profesional dan ramah membuat pengunjung menjadi betah dan nyaman,KOMPETITOR,Bintang 4,TheAlana,positive,0.998225748538971,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.99); Guest Experience (0.99); Service Quality (0.97)
Siswandini Warsito,2024,5,Dari semarang dalam rangka ziarah ke makam haji solo dan mampir ke alamat hotel solo untuk menginap 2 hari disini sangat nyaman enak makanan yang di resto enak2 juga dikasih anggur jawa juga oleh mas roy iskandar sangat enak sekali menghangatkan badan terima kasih alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993730187416077,Cultural & Heritage Experience,Cultural & Heritage Experience (0.96); Religious & Halal Features (0.94); Food & Beverage (0.94)
Fabian Niam,2025,2,Kami pesan di perjalanan dengan King bed tapi ketika kami konfirmasi di resepsi mereka bilang untuk King bed sudah penuh dan dikasih twin bed digabung saja maksudnya apa,KOMPETITOR,Bintang 4,TheAlana,negative,0.797295868396759,Booking & Reservation Experience,Booking & Reservation Experience (0.81); Check in/out Experience (0.76); Guest Experience (0.66)
a k,2025,5,sudah beberapa kali saya mampir di sini setiap ada kegiatan di solo pertama saat ada acara di daerah colomadu dan aksesnya super mudah kemudian jg pernah mampir untuk sekalian mengadakan rapat di sini ruangannya nyaman baik ruang rapat maupun,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991028308868408,Room Quality & Comfort,Room Quality & Comfort (0.97); Facilities & Amenities (0.97); Service Quality (0.90)
Apta Devi,2025,5,usul dan saran untuk ramadhan tahun ini dekorasi kurang meriah seperti tahun sebelumnya sehingga vibes ramadhannya kurang terasa untuk menu makanannya banyak yang kurang gurih tidak seperti tahun sebelumnya terutama sayur kopi baru Turki tetap mantap semoga bisa menjadi masukan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9275574684143066,Ambience & Design,Ambience & Design (0.98); Food & Beverage (0.92); Facilities & Amenities (0.91)
maya rayungsari,2025,5,nyaman sekali di lobi ada mainan anak dan tempat jualan sovenir pelayanannya ramah dan baik,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995039701461792,Facilities & Amenities,Facilities & Amenities (1.00); Service Quality (0.99); Guest Experience (0.98)
Indriastuti Nurfadhilah,2025,5,Setiap kesolo selalu menginap di alana pelayanan ramah kamar bersih,KOMPETITOR,Bintang 4,TheAlana,positive,0.9990567564964294,Service Quality,Service Quality (0.99); Guest Experience (0.98); Room Quality & Comfort (0.97)
Irwan Setyanto,2025,5,lokasi di tepi jalan raya tidak terlalu ramai cukup dekat bila akan ke pusat kota solo hotel terdekat dari pintu tol solo,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993190765380859,"Location, Accessibility & Parking","Location, Accessibility & Parking (0.74); Sustainability & Environmental Quality (0.70); Service Efficiency & Responsiveness (0.69)"
Dea Dianis,2025,5,pelayanan dari mba ika sangat responsif makanan resto enak dan variatif kami menikmati menghabiskan waktu di sini,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995055198669434,Service Quality,Service Quality (0.99); Guest Experience (0.99); Service Efficiency & Responsiveness (0.99)
saras wati,2025,5,overall oke yang kurang hanya fasilitas tv di kamar remote rusak aplikasi tv nya berbayar iflix catchplay dll hanya 2 saluran yang bisa sarapannya juara untuk info tidak ada air mineral botol di kamar namun disediakan dispenser dan jar untuk menampung udara,KOMPETITOR,Bintang 4,TheAlana,positive,0.9881275296211243,Facilities & Amenities,Facilities & Amenities (0.98); Service Quality (0.85); Pricing & Value for Money (0.74)
Hendro Sulistiono,2025,5,hotel yang nyaman untuk liburan keluarga dekat dengan pusat keramaian bisa jadi pilihan menginap di solo karanganyar,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991427659988403,Facilities & Amenities,Facilities & Amenities (0.84); Family & Group Friendly (0.83); Service Efficiency & Responsiveness (0.66)
Ignasius Arya,2025,5,hotel ternyaman dan terbaik di solo dari kamar fasilitas dan pelayanan semua kruya terbaikk terutama mbaa ika tidak perlu menginap di hotel alana,KOMPETITOR,Bintang 4,TheAlana,positive,0.9993066787719727,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.98); Room Quality & Comfort (0.98)
fitri kurniasih,2025,5,kamar bersih cmn lantai kamar mandi licin agak berbahaya buat anak2 lantai tidak cepat kering layanan ramah dan santun makanan enak nasi goreng nya mantap bubur ayam agak hambar sejauh ini oke sih sukses buat hotel dan staf semua buat mas iskandar terima kasih atas keramahannya,KOMPETITOR,Bintang 4,TheAlana,positive,0.9991589784622192,"Cleanliness, Hygiene & Maintenance","Cleanliness, Hygiene & Maintenance (0.99); Service Quality (0.99); Facilities & Amenities (0.98)"
Maria Regita,2025,5,menginap 5 hari 4 malam disini sangat nyaman akses ke tempat belanja seperti superindo dekat sarapan lumayan pelayanan sangat ramah dan cepat tanggap,KOMPETITOR,Bintang 4,TheAlana,positive,0.9995477795600891,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Staff Conduct & Hospitality (0.99); Facilities & Amenities (0.99)
