No,User Name,Review Count,Review Time,Rating,Review Text,Cleaned_Readable,Cleaned_NLP
163.0,Rosmalida Widianti,3,2025-12-08,5,Sarapannya beragam. Pilihannya banyak dari makan ringan sampai berat. Fasilitas dan pelayanannya baik. Staffnya juga ramah. Kami juga dibantu dgn mba Arvel.,Sarapannya beragam. Pilihannya banyak dari makan ringan sampai berat. Fasilitas dan pelayanannya baik. Staffnya juga ramah. Kami juga dibantu dgn mba arvel.,sarapannya beragam pilihannya banyak dari makan ringan sampai berat fasilitas dan pelayanannya baik staffnya juga ramah kami juga dibantu dgn mba arvel
164.0,Mersalina Biel,21,2026-01-01,5,"Letaknya strategis, breakfast nya banyak varian, ramah, google assistant nya bikin tambah nyaman 👍👍","Letaknya strategis, breakfast nya banyak varian, ramah, google assistant nya bikin tambah nyaman",letaknya strategis breakfast nya banyak varian ramah google assistant nya bikin tambah nyaman
165.0,Ninda Yunita Tunggal Sukmo,5,2025-11-08,5,"Ambience oke, pelayanan luar biasa, lokasi sangat strategis bisa jalan kaki ke Tugu & Malioboro, sukses selalu Harper Malioboro Thankyou mba Arvel untuk sambutannya Thankyou juga mba Lina di Rustik Resto masih ingat untuk menawarkan ice cappuccino favorit kami padahal sudah berganti hari","Ambience oke, pelayanan luar biasa, lokasi sangat strategis bisa jalan kaki ke tugu & malioboro, sukses selalu harper malioboro thankyou mba arvel untuk sambutannya thankyou juga mba lina di rustik resto masih ingat untuk menawarkan ice cappuccino favorit kami padahal sudah berganti hari",ambience oke pelayanan luar biasa lokasi sangat strategis bisa jalan kaki ke tugu malioboro sukses selalu harper malioboro thankyou mba arvel untuk sambutannya thankyou juga mba lina di rustik resto masih ingat untuk menawarkan ice cappuccino favorit kami padahal sudah berganti hari
166.0,Febrina Putri,1,2026-01-01,5,"pelayanan bagus banget,kamar nyaman,dan suasana tenang,senang ketemu kakak arvel🥰🥰","Pelayanan bagus banget,kamar nyaman,dan suasana tenang,senang ketemu kakak arvel",pelayanan bagus bangetkamar nyamandan suasana tenangsenang ketemu kakak arvel
167.0,Alya Rismaulani_010,2,2025-11-08,5,"Kegiatan Table Manner dan Hotel Tour di Hotel Harper Malioboro Yogyakarta memberikan pengalaman berharga dalam memahami etika makan resmi dan dunia perhotelan. Melalui acara ini, saya belajar tentang tata cara bersantap yang sopan, penggunaan alat makan, serta sikap profesional saat jamuan. Selain itu, kegiatan tur hotel menambah wawasan tentang fasilitas, pelayanan, dan kerja sama antar bagian di hotel. Secara keseluruhan, kegiatan ini sangat bermanfaat untuk meningkatkan pengetahuan, etika, dan kesiapan menghadapi dunia kerja","Kegiatan table manner dan hotel tour di hotel harper malioboro yogyakarta memberikan pengalaman berharga dalam memahami etika makan resmi dan dunia perhotelan. Melalui acara ini, saya belajar tentang tata cara bersantap yang sopan, penggunaan alat makan, serta sikap profesional saat jamuan. Selain itu, kegiatan tur hotel menambah wawasan tentang fasilitas, pelayanan, dan kerja sama antar bagian di hotel. Secara keseluruhan, kegiatan ini sangat bermanfaat untuk meningkatkan pengetahuan, etika, dan kesiapan menghadapi dunia kerja",kegiatan table manner dan hotel tour di hotel harper malioboro yogyakarta memberikan pengalaman berharga dalam memahami etika makan resmi dan dunia perhotelan melalui acara ini saya belajar tentang tata cara bersantap yang sopan penggunaan alat makan serta sikap profesional saat jamuan selain itu kegiatan tur hotel menambah wawasan tentang fasilitas pelayanan dan kerja sama antar bagian di hotel secara keseluruhan kegiatan ini sangat bermanfaat untuk meningkatkan pengetahuan etika dan kesiapan menghadapi dunia kerja
168.0,kanzul fikri,1,2025-12-08,5,Untuk pelayanan bagus Kamar sayang ketika bersih² gelas nya tidak di ganti/dibersihkan Pelayanannya sih baik banget Ramah Trimakasih kak Catur untuk pelayanan nya,Untuk pelayanan bagus kamar sayang ketika bersih gelas nya tidak di ganti/dibersihkan pelayanannya sih baik banget ramah trimakasih kak catur untuk pelayanan nya,untuk pelayanan bagus kamar sayang ketika bersih gelas nya tidak di gantidibersihkan pelayanannya sih baik banget ramah trimakasih kak catur untuk pelayanan nya
169.0,Kaharudin Aldian Saputra,117,2025-09-08,3,"Pengalaman menginapnyang cukup ok. Makanan saat sarapan di hotel ini cukup beragam dan 90% makanannya enak. Staf resto cukup responsif saat ada piring kotor. Terdapat pilihan kopi juga saat sarapan. Kamar cukup nyaman namun kamar mandi tergolong sempit. Amenities cukup lengkap, tersedia juga handuk kecil untuk muka. Menginap 3 Hari disini diberikan snack pada Hari pertama, kemudian diberikan buah dihari berikutnya. Keseluruhan staff cukup ramah, namun security kurang cekatan dan terlalu memilih milih tamu yang dilayani. Tamu dengan pakaian biasa aja dan bukan rombongan seolah2 pengunjung biasa. Security menumpuk di pintu tapi dengan kondisi pakaian seadanya tidak dibukakan pintu. Secara keseluruhan hotel ini cukup nyaman.","Pengalaman menginapnyang cukup ok. Makanan saat sarapan di hotel ini cukup beragam dan 90% makanannya enak. Staf resto cukup responsif saat ada piring kotor. Terdapat pilihan kopi juga saat sarapan. Kamar cukup nyaman namun kamar mandi tergolong sempit. Amenities cukup lengkap, tersedia juga handuk kecil untuk muka. Menginap 3 hari disini diberikan snack pada hari pertama, kemudian diberikan buah dihari berikutnya. Keseluruhan staff cukup ramah, namun security kurang cekatan dan terlalu memilih milih tamu yang dilayani. Tamu dengan pakaian biasa aja dan bukan rombongan seolah2 pengunjung biasa. Security menumpuk di pintu tapi dengan kondisi pakaian seadanya tidak dibukakan pintu. Secara keseluruhan hotel ini cukup nyaman.",pengalaman menginapnyang cukup ok makanan saat sarapan di hotel ini cukup beragam dan makanannya enak staf resto cukup responsif saat ada piring kotor terdapat pilihan kopi juga saat sarapan kamar cukup nyaman namun kamar mandi tergolong sempit amenities cukup lengkap tersedia juga handuk kecil untuk muka menginap hari disini diberikan snack pada hari pertama kemudian diberikan buah dihari berikutnya keseluruhan staff cukup ramah namun security kurang cekatan dan terlalu memilih milih tamu yang dilayani tamu dengan pakaian biasa aja dan bukan rombongan seolah pengunjung biasa security menumpuk di pintu tapi dengan kondisi pakaian seadanya tidak dibukakan pintu secara keseluruhan hotel ini cukup nyaman
170.0,S L Chong,2137,2025-09-08,5,"We stayed 3 nights at this hotel and enjoyed it very much. The lobby had welcome drinks and snacks while waiting to check in. There was a welcome tea set in the room, which was spacious and clean. The room was cleaned daily and complimentary drinks and snacks were replenished. Breakfast had a good variety of local food. The staff were all welcoming, helpful and friendly.","We stayed 3 nights at this hotel and enjoyed it very much. The lobby had welcome drinks and snacks while waiting to check in. There was a welcome tea set in the room, which was spacious and clean. The room was cleaned daily and complimentary drinks and snacks were replenished. Breakfast had a good variety of local food. The staff were all welcoming, helpful and friendly.",we stayed nights at this hotel and enjoyed it very much the lobby had welcome drinks and snacks while waiting to check in there was a welcome tea set in the room which was spacious and clean the room was cleaned daily and complimentary drinks and snacks were replenished breakfast had a good variety of local food the staff were all welcoming helpful and friendly
171.0,Ibar Budi,6,2025-11-08,5,"Hotel nyaman, kamarnya bagus rapi bersih pelayanannya ramah. makananya juga banyak pilihan menunya. hotel recomended di jogja... thanks to mas Radit dan ning Biyan (hospitality)","Hotel nyaman, kamarnya bagus rapi bersih pelayanannya ramah. Makananya juga banyak pilihan menunya. Hotel recomended di jogja.. Thanks to mas radit dan ning biyan (hospitality)",hotel nyaman kamarnya bagus rapi bersih pelayanannya ramah makananya juga banyak pilihan menunya hotel recomended di jogja thanks to mas radit dan ning biyan hospitality
172.0,azzahra zakkiyah,1,2025-11-08,5,"seneng banget bisa dapat pengalaman dan ilmu baru dari hotel ini,terutama dari executive chef nya humble dan baik skli dan dapat ilmu baru dari beliau.","Seneng banget bisa dapat pengalaman dan ilmu baru dari hotel ini,terutama dari executive chef nya humble dan baik skli dan dapat ilmu baru dari beliau.",seneng banget bisa dapat pengalaman dan ilmu baru dari hotel initerutama dari executive chef nya humble dan baik skli dan dapat ilmu baru dari beliau
173.0,Izmi Kameliya,3,2025-11-08,5,"best banget sama team banquetnya,sat set (sani,arma,karel)semoga terus seperti itu.. salesnya juga best bange mas dayat sudah sabar menghadapi kami .. semoga team hotel harper senan tiasa sehat & bisa melayani dengan sepenuh hati terus 😍","Best banget sama team banquetnya,sat set (sani,arma,karel)semoga terus seperti itu.. Salesnya juga best bange mas dayat sudah sabar menghadapi kami.. Semoga team hotel harper senan tiasa sehat & bisa melayani dengan sepenuh hati terus",best banget sama team banquetnyasat set saniarmakarelsemoga terus seperti itu salesnya juga best bange mas dayat sudah sabar menghadapi kami semoga team hotel harper senan tiasa sehat bisa melayani dengan sepenuh hati terus
174.0,Najwa 2022,1,2025-12-08,5,"Tempatnya bagus dan nyaman, makannya enak banget terutama dessert. Pelayanan sangat bagus ramah, tempatnya bersih dan higienis tempatnya nyaman banget","Tempatnya bagus dan nyaman, makannya enak banget terutama dessert. Pelayanan sangat bagus ramah, tempatnya bersih dan higienis tempatnya nyaman banget",tempatnya bagus dan nyaman makannya enak banget terutama dessert pelayanan sangat bagus ramah tempatnya bersih dan higienis tempatnya nyaman banget
175.0,Rike Anggun Artisa,7,2025-12-08,5,"Tempat strategis dekat tugu jogja, pelayanan oke, makanan enak. Thanks mba Fina atas hospitalitynya..","Tempat strategis dekat tugu jogja, pelayanan oke, makanan enak. Thanks mba fina atas hospitalitynya..",tempat strategis dekat tugu jogja pelayanan oke makanan enak thanks mba fina atas hospitalitynya
176.0,Amalia Hayati,4,2025-11-08,5,"Pokoknya, buat kamu yang lagi cari hotel di area Malioboro dengan pelayanan terbaik, ramah, dan bikin betah, nggak usah ragu lagi buat booking Harper Malioboro. ​Rating Santai dari Aku: 9.5/10 (Nilai 9.5 ini semua buat pelayanan mereka yang outstanding!makanan resto yang sangat variatif sampe dibikin bingung mau makan apa untuk isi perut mungil ini 😁😁). Makasih banyak supportnya kak Walody...","Pokoknya, buat kamu yang lagi cari hotel di area malioboro dengan pelayanan terbaik, ramah, dan bikin betah, nggak usah ragu lagi buat booking harper malioboro. Rating santai dari aku: 9.5/10 (nilai 9.5 ini semua buat pelayanan mereka yang outstanding!makanan resto yang sangat variatif sampe dibikin bingung mau makan apa untuk isi perut mungil ini ). Makasih banyak supportnya kak walody..",pokoknya buat kamu yang lagi cari hotel di area malioboro dengan pelayanan terbaik ramah dan bikin betah nggak usah ragu lagi buat booking harper malioboro rating santai dari aku nilai ini semua buat pelayanan mereka yang outstandingmakanan resto yang sangat variatif sampe dibikin bingung mau makan apa untuk isi perut mungil ini makasih banyak supportnya kak walody
177.0,Isma Habibah,1,2025-08-08,5,"Overall good. Breakfast lengkap dan endulll ga boring menu nya. Bisa bikin mie instan di bfast kaya hah hotelnya keren banget. Kamar juga oke, kebersihan kamarnya terjaga setiap hari staff membantu saya selama tinggal di hotel ini. Thks April and team","Overall good. Breakfast lengkap dan endull ga boring menu nya. Bisa bikin mie instan di bfast kaya hah hotelnya keren banget. Kamar juga oke, kebersihan kamarnya terjaga setiap hari staff membantu saya selama tinggal di hotel ini. Thks april and team",overall good breakfast lengkap dan endull ga boring menu nya bisa bikin mie instan di bfast kaya hah hotelnya keren banget kamar juga oke kebersihan kamarnya terjaga setiap hari staff membantu saya selama tinggal di hotel ini thks april and team
178.0,Clara Clara,3,2025-11-08,5,"Tempatnya sangat nyaman, bersih, rapi, dan aesthetic jadi bagus buat foto foto. Makanannya mantab banget dan tampilannya cantik. Pelayanannya juga ramah. Terima kasih untuk semua petugas di Hotel Harper Malioboro.","Tempatnya sangat nyaman, bersih, rapi, dan aesthetic jadi bagus buat foto foto. Makanannya mantab banget dan tampilannya cantik. Pelayanannya juga ramah. Terima kasih untuk semua petugas di hotel harper malioboro.",tempatnya sangat nyaman bersih rapi dan aesthetic jadi bagus buat foto foto makanannya mantab banget dan tampilannya cantik pelayanannya juga ramah terima kasih untuk semua petugas di hotel harper malioboro
179.0,Nadhif Fa'izun,49,2025-10-08,5,Utk harganya worth banget.. kamarnya cozy bgt.. makan siangnya juga enak bgt terutama mie godognya.. pelayanan/servicenya dr mas onel juga optimal... Recommended bgt lah disini,Utk harganya worth banget.. Kamarnya cozy bgt.. Makan siangnya juga enak bgt terutama mie godognya.. Pelayanan/servicenya dr mas onel juga optimal.. Recommended bgt lah disini,utk harganya worth banget kamarnya cozy bgt makan siangnya juga enak bgt terutama mie godognya pelayananservicenya dr mas onel juga optimal recommended bgt lah disini
180.0,Rina Arvianti,2,2025-12-08,5,"Staf ramah,gercep,piring kotor langsung diangkat...makanan enak....terimakasih kak Fadila+Kak Dimas(Chef)(Rustik)...sehat selalu,selamat melayani...","Staf ramah,gercep,piring kotor langsung diangkat..makanan enak..terimakasih kak fadila+kak dimas(chef)(rustik)..sehat selalu,selamat melayani..",staf ramahgerceppiring kotor langsung diangkatmakanan enakterimakasih kak fadilakak dimaschefrustiksehat selaluselamat melayani
181.0,Sri Dewi Susanty,10,2025-07-08,5,"Setiap ke Jogja pasti yang diingat hotel Harper. Letaknya straregis, kamar dan fasilitasnya sesuai dengan kebutuhan utk akomodasi keluarga. Kali ini kami memesan kamar family room secara langsung lewat website Harper, ternyata banyak keuntungan jika booking langsung. Spt welcome snack dan snack di kulkas yang disediakan free. Di setiap kamar disediakan dispenser dan bisa diisi ulang, jadi tdk perlu repot utk persediaan air minum di kamar. Sarapan utk anak-anak free dan variasinya banyak. Yang saya ingat kalau sarapan di sini bubur ayamnya enak dengan banyak topping yang bisa dipilih sesuai selera. Sarapannya juga memanjakan anak-anak dengan disediakannya es krim (rasanya mengingatkan saya pada rasa es krim zaman masa kecil dulu). Saya juga menikmati es krimnya. Ketika sarapan para staff sangat ramah dan mengajak tamu ngobrol, menanyakan kebutuhan dan layanan. Para staff juga mengenali tamu-tamunya dengan baik. Ini juga nilai plus. Jika berniat wisata di dalam kota, hotel ini sangat strategis. Di pagi hari bisa jalan pagi menikmati beberapa ikon penting Jogja spt Tugu, Malioboro dan Benteng Vredeburg. Insya Allah kalau main ke Jogja lagi akan menginap di sini. Berniat utk extend tapi ssyangnya tdk available.","Setiap ke jogja pasti yang diingat hotel harper. Letaknya straregis, kamar dan fasilitasnya sesuai dengan kebutuhan utk akomodasi keluarga. Kali ini kami memesan kamar family room secara langsung lewat website harper, ternyata banyak keuntungan jika booking langsung. Spt welcome snack dan snack di kulkas yang disediakan free. Di setiap kamar disediakan dispenser dan bisa diisi ulang, jadi tdk perlu repot utk persediaan air minum di kamar. Sarapan utk anak-anak free dan variasinya banyak. Yang saya ingat kalau sarapan di sini bubur ayamnya enak dengan banyak topping yang bisa dipilih sesuai selera. Sarapannya juga memanjakan anak-anak dengan disediakannya es krim (rasanya mengingatkan saya pada rasa es krim zaman masa kecil dulu). Saya juga menikmati es krimnya. Ketika sarapan para staff sangat ramah dan mengajak tamu ngobrol, menanyakan kebutuhan dan layanan. Para staff juga mengenali tamu-tamunya dengan baik. Ini juga nilai plus. Jika berniat wisata di dalam kota, hotel ini sangat strategis. Di pagi hari bisa jalan pagi menikmati beberapa ikon penting jogja spt tugu, malioboro dan benteng vredeburg. Insya allah kalau main ke jogja lagi akan menginap di sini. Berniat utk extend tapi ssyangnya tdk available.",setiap ke jogja pasti yang diingat hotel harper letaknya straregis kamar dan fasilitasnya sesuai dengan kebutuhan utk akomodasi keluarga kali ini kami memesan kamar family room secara langsung lewat website harper ternyata banyak keuntungan jika booking langsung spt welcome snack dan snack di kulkas yang disediakan free di setiap kamar disediakan dispenser dan bisa diisi ulang jadi tdk perlu repot utk persediaan air minum di kamar sarapan utk anakanak free dan variasinya banyak yang saya ingat kalau sarapan di sini bubur ayamnya enak dengan banyak topping yang bisa dipilih sesuai selera sarapannya juga memanjakan anakanak dengan disediakannya es krim rasanya mengingatkan saya pada rasa es krim zaman masa kecil dulu saya juga menikmati es krimnya ketika sarapan para staff sangat ramah dan mengajak tamu ngobrol menanyakan kebutuhan dan layanan para staff juga mengenali tamutamunya dengan baik ini juga nilai plus jika berniat wisata di dalam kota hotel ini sangat strategis di pagi hari bisa jalan pagi menikmati beberapa ikon penting jogja spt tugu malioboro dan benteng vredeburg insya allah kalau main ke jogja lagi akan menginap di sini berniat utk extend tapi ssyangnya tdk available
182.0,miftah hul,3,2025-10-08,5,"Pengalaman lunch kali ini sangat berkesan berkat pelayanan mbak Arvel. Beliau memberikan pelayanan yang cepat, sopan, dan penuh perhatian terhadap detail. Hal ini menunjukkan standar pelayanan yang tinggi dan membuat kami merasa dihargai sebagai tamu.","Pengalaman lunch kali ini sangat berkesan berkat pelayanan mbak arvel. Beliau memberikan pelayanan yang cepat, sopan, dan penuh perhatian terhadap detail. Hal ini menunjukkan standar pelayanan yang tinggi dan membuat kami merasa dihargai sebagai tamu.",pengalaman lunch kali ini sangat berkesan berkat pelayanan mbak arvel beliau memberikan pelayanan yang cepat sopan dan penuh perhatian terhadap detail hal ini menunjukkan standar pelayanan yang tinggi dan membuat kami merasa dihargai sebagai tamu
183.0,Bening Gemilang,14,2025-12-18,5,Kalo ada bintang melebihi bintang 5 akan ku berikan untuk pelayanan dr hotel ini…varian makanan cukup banyak..,Kalo ada bintang melebihi bintang 5 akan ku berikan untuk pelayanan dr hotel inivarian makanan cukup banyak..,kalo ada bintang melebihi bintang akan ku berikan untuk pelayanan dr hotel inivarian makanan cukup banyak
184.0,Eka C Tanlain,13,2025-08-08,5,"Menginap di hotel ini sangat menyenangkan. Kamar bersih dan cukup luas. Semua stafnya helpful, bagus hospitalitynya. Paling best adalah restonya. Semua ramah, dari hari pertama sampai sampai pas mau check out. Terus bentar-bentar ditanyain mau diambilin apa, dikonfirmasinya makanan dan ruangan nyaman atau tidak. Di paket meeting juga banyak ragam snacknya, mulai dari international sampai traditional. Enak jadah tempenya, hehehe. Dan my most favourite, ada mesin kopinya. Air mineral tersedia di galon jadi minim sampah plastik juga. Pokoknya wort it.","Menginap di hotel ini sangat menyenangkan. Kamar bersih dan cukup luas. Semua stafnya helpful, bagus hospitalitynya. Paling best adalah restonya. Semua ramah, dari hari pertama sampai sampai pas mau check out. Terus bentar-bentar ditanyain mau diambilin apa, dikonfirmasinya makanan dan ruangan nyaman atau tidak. Di paket meeting juga banyak ragam snacknya, mulai dari international sampai traditional. Enak jadah tempenya, hehehe. Dan my most favourite, ada mesin kopinya. Air mineral tersedia di galon jadi minim sampah plastik juga. Pokoknya wort it.",menginap di hotel ini sangat menyenangkan kamar bersih dan cukup luas semua stafnya helpful bagus hospitalitynya paling best adalah restonya semua ramah dari hari pertama sampai sampai pas mau check out terus bentarbentar ditanyain mau diambilin apa dikonfirmasinya makanan dan ruangan nyaman atau tidak di paket meeting juga banyak ragam snacknya mulai dari international sampai traditional enak jadah tempenya hehehe dan my most favourite ada mesin kopinya air mineral tersedia di galon jadi minim sampah plastik juga pokoknya wort it
185.0,Dadang H,57,2025-11-08,5,Hapis pertemuan di ballroom nya.. Bagus makanan n snack nya enak2. Ada mesin coffee maker yg menolong saat ngantuk.... Terimakasih hotel Harper... Se u next time,Hapis pertemuan di ballroom nya.. Bagus makanan n snack nya enak2. Ada mesin coffee maker yg menolong saat ngantuk.. Terimakasih hotel harper.. Se u next time,hapis pertemuan di ballroom nya bagus makanan n snack nya enak ada mesin coffee maker yg menolong saat ngantuk terimakasih hotel harper se u next time
186.0,Yusron Ansori,47,2025-11-08,5,"pelayanan baik, makanan sesuai selera, kamar baik dan semua berfungsi normal. terima kasih mbak Fina...","Pelayanan baik, makanan sesuai selera, kamar baik dan semua berfungsi normal. Terima kasih mbak fina..",pelayanan baik makanan sesuai selera kamar baik dan semua berfungsi normal terima kasih mbak fina
187.0,Putri Cahaya,1,2025-12-18,5,Mantap menu breakfastnya enak2..pelayanannya juga ramah pol sama kak Arvel dan kak Fina matur nuwun 🙏👍,Mantap menu breakfastnya enak2..pelayanannya juga ramah pol sama kak arvel dan kak fina matur nuwun,mantap menu breakfastnya enakpelayanannya juga ramah pol sama kak arvel dan kak fina matur nuwun
188.0,Sri Agustini,82,2025-12-25,5,Kamarnya bersih . Mbak arvwl ramah lokasi hotel strategis bisa belanja,Kamarnya bersih. Mbak arvwl ramah lokasi hotel strategis bisa belanja,kamarnya bersih mbak arvwl ramah lokasi hotel strategis bisa belanja
189.0,Bintang Janitra,2,2025-12-08,5,"Pelayanannya ramah dan profesional. Staf hotel selalu membantu dengan sopan, membuat pengalaman pertama terasa nyaman dan menyenangkan.","Pelayanannya ramah dan profesional. Staf hotel selalu membantu dengan sopan, membuat pengalaman pertama terasa nyaman dan menyenangkan.",pelayanannya ramah dan profesional staf hotel selalu membantu dengan sopan membuat pengalaman pertama terasa nyaman dan menyenangkan
190.0,36 Zaya,1,2025-11-08,5,"Sangat menyenangkan sekali. Hidangan yang menggugah selera, kamar yang bagus luas dan canggih, serta pelayanan yang ramah","Sangat menyenangkan sekali. Hidangan yang menggugah selera, kamar yang bagus luas dan canggih, serta pelayanan yang ramah",sangat menyenangkan sekali hidangan yang menggugah selera kamar yang bagus luas dan canggih serta pelayanan yang ramah
191.0,Izad Farahidi,7,2025-08-08,5,"Hotel yang menurutq sangat direkomendasikan karena lokasinya yang luar biasa, kemanapun bisa diakses. Pilihan tepat jika qta ingin kemudahan akses untuk menjelajahi pusat kota Jogja, lebih mantul. Kelebihan Utama: * Lokasi Super Strategis: Bisa jalan kaki ke Tugu Jogja, Malioboro, dan Stasiun Tugu. * Fasilitas Bagus: Kolam renangnya bersih dan nyaman untuk bersantai. * Sarapan Lengkap: Pilihan menu sarapan sangat beragam dan rasanya enak. * Pelayanan Baik: Staf ramah dan sangat membantu. Sangat Cocok Untuk: Karyawan dan keluarga yang memprioritaskan lokasi dan efisiensi waktu. Rencana perjalanan ini fokus pada efisiensi dengan memanfaatkan lokasi strategis hotel harper selama menginap 5 hari.","Hotel yang menurutq sangat direkomendasikan karena lokasinya yang luar biasa, kemanapun bisa diakses. Pilihan tepat jika qta ingin kemudahan akses untuk menjelajahi pusat kota jogja, lebih mantul. Kelebihan utama: * lokasi super strategis: bisa jalan kaki ke tugu jogja, malioboro, dan stasiun tugu. * fasilitas bagus: kolam renangnya bersih dan nyaman untuk bersantai. * sarapan lengkap: pilihan menu sarapan sangat beragam dan rasanya enak. * pelayanan baik: staf ramah dan sangat membantu. Sangat cocok untuk: karyawan dan keluarga yang memprioritaskan lokasi dan efisiensi waktu. Rencana perjalanan ini fokus pada efisiensi dengan memanfaatkan lokasi strategis hotel harper selama menginap 5 hari.",hotel yang menurutq sangat direkomendasikan karena lokasinya yang luar biasa kemanapun bisa diakses pilihan tepat jika qta ingin kemudahan akses untuk menjelajahi pusat kota jogja lebih mantul kelebihan utama lokasi super strategis bisa jalan kaki ke tugu jogja malioboro dan stasiun tugu fasilitas bagus kolam renangnya bersih dan nyaman untuk bersantai sarapan lengkap pilihan menu sarapan sangat beragam dan rasanya enak pelayanan baik staf ramah dan sangat membantu sangat cocok untuk karyawan dan keluarga yang memprioritaskan lokasi dan efisiensi waktu rencana perjalanan ini fokus pada efisiensi dengan memanfaatkan lokasi strategis hotel harper selama menginap hari
192.0,Iksan Ramadhan,11,2025-12-08,5,"kran kamar mandinya harus di puter maksimal biar bisa hangat, jadi terlalu kencang semburan airnya","Kran kamar mandinya harus di puter maksimal biar bisa hangat, jadi terlalu kencang semburan airnya",kran kamar mandinya harus di puter maksimal biar bisa hangat jadi terlalu kencang semburan airnya
193.0,"ssup, Leil.",1,2025-12-08,5,"kakak-kakaknya ganteng + canciii bgttt, menambah mood mamm!!! 🍽🍽 makanannya juga enak-enak bgt plcc, yAaRreuUu!!!!!! service nya juga enakeun bgttt, must go here kalo ke Malioboroo 😆😆😆","Kakak-kakaknya ganteng + cancii bgtt, menambah mood mamm!! Makanannya juga enak-enak bgt plcc, yaarreuuu!! Service nya juga enakeun bgtt, must go here kalo ke malioboroo",kakakkakaknya ganteng cancii bgtt menambah mood mamm makanannya juga enakenak bgt plcc yaarreuu service nya juga enakeun bgtt must go here kalo ke malioboroo
194.0,The 97069,3,2025-12-18,4,The breakfast has is good for those looking for a mix of local dishes and continental. I stayed for 5 days and the dishes are a variety of choices. Kudos. Services was friendly and welcoming,The breakfast has is good for those looking for a mix of local dishes and continental. I stayed for 5 days and the dishes are a variety of choices. Kudos. Services was friendly and welcoming,the breakfast has is good for those looking for a mix of local dishes and continental i stayed for days and the dishes are a variety of choices kudos services was friendly and welcoming
195.0,Bagus Dimas Kurniawan,7,2025-12-25,5,"Sangat memuaskan pelayanannya, menu sarapan cocok dilidah.","Sangat memuaskan pelayanannya, menu sarapan cocok dilidah.",sangat memuaskan pelayanannya menu sarapan cocok dilidah
196.0,Amawati,1,2025-09-08,5,"Kamarnya nyaman dan bersih. Makanannya enak, sesuai dengan lidah oranag Ponorogo. Lokasinya berada di daerah yang strategis, bisa mengakses tempat wisata malioboro dengan berjalan kaki.","Kamarnya nyaman dan bersih. Makanannya enak, sesuai dengan lidah oranag ponorogo. Lokasinya berada di daerah yang strategis, bisa mengakses tempat wisata malioboro dengan berjalan kaki.",kamarnya nyaman dan bersih makanannya enak sesuai dengan lidah oranag ponorogo lokasinya berada di daerah yang strategis bisa mengakses tempat wisata malioboro dengan berjalan kaki
197.0,11maret2025,2,2025-12-18,5,breakfast nya enak variatif semua team restoya sigap membantu thanks mba arvel,Breakfast nya enak variatif semua team restoya sigap membantu thanks mba arvel,breakfast nya enak variatif semua team restoya sigap membantu thanks mba arvel
198.0,Lina Sulistyawati,6,2025-12-08,5,"Pelayanannya bagus, makanannya enak. Dibantu sm mas Dimas dan mb Fadila yg ramah banget. Thanks ya","Pelayanannya bagus, makanannya enak. Dibantu sm mas dimas dan mb fadila yg ramah banget. Thanks ya",pelayanannya bagus makanannya enak dibantu sm mas dimas dan mb fadila yg ramah banget thanks ya
199.0,ISNA NUR LATIFAH,1,2025-12-08,5,"Hotel dengan Pelayanan terbestt para pekerja yang ramah dan sopan, makanan memuaskan, lokasi yang strategis membuat suasana nyaman","Hotel dengan pelayanan terbestt para pekerja yang ramah dan sopan, makanan memuaskan, lokasi yang strategis membuat suasana nyaman",hotel dengan pelayanan terbestt para pekerja yang ramah dan sopan makanan memuaskan lokasi yang strategis membuat suasana nyaman
200.0,Bambang EHC,4,2025-12-08,5,"Baru dateng udah disiapin makan siang yg enak. Saya suka soto lamongan. Ayam gorengnya jg enak, empuk.","Baru dateng udah disiapin makan siang yg enak. Saya suka soto lamongan. Ayam gorengnya jg enak, empuk.",baru dateng udah disiapin makan siang yg enak saya suka soto lamongan ayam gorengnya jg enak empuk
201.0,Anita dwi rahayu Rahayu,1,2025-09-08,5,"Terimakasih pelayanan nya ramah sekali untuk kak Walody dan kak Maya. Service nya mantap, dibantu diambilkan Kebab nya juga. Untuk Kamarnya Juga tidak ada kendala sama sekali. Kamar bersih.. 🫰🏼🫰🏼","Terimakasih pelayanan nya ramah sekali untuk kak walody dan kak maya. Service nya mantap, dibantu diambilkan kebab nya juga. Untuk kamarnya juga tidak ada kendala sama sekali. Kamar bersih..",terimakasih pelayanan nya ramah sekali untuk kak walody dan kak maya service nya mantap dibantu diambilkan kebab nya juga untuk kamarnya juga tidak ada kendala sama sekali kamar bersih
202.0,akmal widiyanto,1,2025-11-08,5,"Kamar bersih dan wangi,di tengah kota dekat pusat oleh oleh, pelayanan sangat baik, sangat nyaman, sangat rekom untuk liburan bareng kluarga dan acara kantor....","Kamar bersih dan wangi,di tengah kota dekat pusat oleh oleh, pelayanan sangat baik, sangat nyaman, sangat rekom untuk liburan bareng kluarga dan acara kantor..",kamar bersih dan wangidi tengah kota dekat pusat oleh oleh pelayanan sangat baik sangat nyaman sangat rekom untuk liburan bareng kluarga dan acara kantor
